../../grasp_viz/mesh_contacts/Couch_72b7e2a9bdef8b37f491193d3fde480b_0.0019278891354548462.npz,../../grasp_viz/pointclouds/72b7e2a9bdef8b37f491193d3fde480b.ply
../../grasp_viz/mesh_contacts/Bench_38e54a16698453baad5067eac75a07f7_0.0016114780691708517.npz,../../grasp_viz/pointclouds/38e54a16698453baad5067eac75a07f7.ply
../../grasp_viz/mesh_contacts/Book_5fb3c24bb78a75976ad1e524762a34d5_0.0008175127732569914.npz,../../grasp_viz/pointclouds/5fb3c24bb78a75976ad1e524762a34d5.ply
../../grasp_viz/mesh_contacts/PottedPlant_3cd46f573c68e5fcfd41ffe96f6ef4b4_0.002063078035038972.npz,../../grasp_viz/pointclouds/3cd46f573c68e5fcfd41ffe96f6ef4b4.ply
../../grasp_viz/mesh_contacts/SingleBed_8a41ebdd29a18acaec4dab98afafa0db_0.0027594309305248046.npz,../../grasp_viz/pointclouds/8a41ebdd29a18acaec4dab98afafa0db.ply
../../grasp_viz/mesh_contacts/AccentTable_667feb014ec060c4855931d119219022_0.012632297836172183.npz,../../grasp_viz/pointclouds/667feb014ec060c4855931d119219022.ply
../../grasp_viz/mesh_contacts/MediaPlayer_33eaa697dbacf485e068b0486650d973_0.017124248004337882.npz,../../grasp_viz/pointclouds/33eaa697dbacf485e068b0486650d973.ply
../../grasp_viz/mesh_contacts/Desk_1e89523035f87d0e770b3ff04033be4b_0.007973739085009843.npz,../../grasp_viz/pointclouds/1e89523035f87d0e770b3ff04033be4b.ply
../../grasp_viz/mesh_contacts/OfficeChair_f73dde8df5d0e5c7f91663a74ccd2338_0.004006440831312329.npz,../../grasp_viz/pointclouds/f73dde8df5d0e5c7f91663a74ccd2338.ply
../../grasp_viz/mesh_contacts/CellPhone_d1134b5b107fcfedb58c0249f6338472_0.00028222891502627603.npz,../../grasp_viz/pointclouds/d1134b5b107fcfedb58c0249f6338472.ply
../../grasp_viz/mesh_contacts/CellPhone_63d7e19327f1bca6fbd525df60e2bb14_0.003512211315271455.npz,../../grasp_viz/pointclouds/63d7e19327f1bca6fbd525df60e2bb14.ply
../../grasp_viz/mesh_contacts/Teacup_659192a6ba300f1f4293529704725d98_0.0005295309029087475.npz,../../grasp_viz/pointclouds/659192a6ba300f1f4293529704725d98.ply
../../grasp_viz/mesh_contacts/Calculator_e74f9d8953b07caf0c9aa1f26355fec_0.02146180225534246.npz,../../grasp_viz/pointclouds/e74f9d8953b07caf0c9aa1f26355fec.ply
../../grasp_viz/mesh_contacts/CoffeeTable_f323d90dea57815e119555fc7462650d_0.004645698453493381.npz,../../grasp_viz/pointclouds/f323d90dea57815e119555fc7462650d.ply
../../grasp_viz/mesh_contacts/WallArt_41e5bda56f6e840e8a1430c80ad4e85_0.0020178516705305466.npz,../../grasp_viz/pointclouds/41e5bda56f6e840e8a1430c80ad4e85.ply
../../grasp_viz/mesh_contacts/Stapler_eb6646d3590c467f1cf3fe6240494178_0.0006882589103353552.npz,../../grasp_viz/pointclouds/eb6646d3590c467f1cf3fe6240494178.ply
../../grasp_viz/mesh_contacts/WallLamp_f69510412f10e9ed322ed2ef5fc90e25_0.019213405629629917.npz,../../grasp_viz/pointclouds/f69510412f10e9ed322ed2ef5fc90e25.ply
../../grasp_viz/mesh_contacts/Hat_78ffdd0f1440161ca7591d4119c4254f_0.0144506232361469.npz,../../grasp_viz/pointclouds/78ffdd0f1440161ca7591d4119c4254f.ply
../../grasp_viz/mesh_contacts/DeskLamp_350faadd1c52dffbc95f95e8112778e2_0.002071970799855616.npz,../../grasp_viz/pointclouds/350faadd1c52dffbc95f95e8112778e2.ply
../../grasp_viz/mesh_contacts/Desk_1e89523035f87d0e770b3ff04033be4b_0.0035678401309507542.npz,../../grasp_viz/pointclouds/1e89523035f87d0e770b3ff04033be4b.ply
../../grasp_viz/mesh_contacts/Vase_c637b5e2387eec7421aff7e1274fec72_0.0020727483303922046.npz,../../grasp_viz/pointclouds/c637b5e2387eec7421aff7e1274fec72.ply
../../grasp_viz/mesh_contacts/DonutBox_dc85129ccc6b06b344608b3255ca1886_0.005316584895517171.npz,../../grasp_viz/pointclouds/dc85129ccc6b06b344608b3255ca1886.ply
../../grasp_viz/mesh_contacts/Fish_6f1eb86e7e5c5dfdeeb8629a38fdd4b4_0.00548481160680769.npz,../../grasp_viz/pointclouds/6f1eb86e7e5c5dfdeeb8629a38fdd4b4.ply
../../grasp_viz/mesh_contacts/PictureFrame_6c285d8de9b8574184faf92f4387c058_0.00042421889022937375.npz,../../grasp_viz/pointclouds/6c285d8de9b8574184faf92f4387c058.ply
../../grasp_viz/mesh_contacts/Painting_c9aeb70c7b8ca6038706922c1df0dc60_0.005695863327074013.npz,../../grasp_viz/pointclouds/c9aeb70c7b8ca6038706922c1df0dc60.ply
../../grasp_viz/mesh_contacts/Desk_a40d48f4f5e559938bf87660c484ac16_0.005711307674116938.npz,../../grasp_viz/pointclouds/a40d48f4f5e559938bf87660c484ac16.ply
../../grasp_viz/mesh_contacts/Recliner_a3f01c0e86d893f34d8f84f7fd7084b7_0.006299419149887874.npz,../../grasp_viz/pointclouds/a3f01c0e86d893f34d8f84f7fd7084b7.ply
../../grasp_viz/mesh_contacts/Stool_671f6653ad0cbe9535836c728d324152_0.009552874547700872.npz,../../grasp_viz/pointclouds/671f6653ad0cbe9535836c728d324152.ply
../../grasp_viz/mesh_contacts/Refrigerator_647da84d655bc24dfb2295fcd7f882f8_0.002225072193719292.npz,../../grasp_viz/pointclouds/647da84d655bc24dfb2295fcd7f882f8.ply
../../grasp_viz/mesh_contacts/Pencil_6571b20bc739a9f9405738a4d4d0fc7f_0.02209697276492215.npz,../../grasp_viz/pointclouds/6571b20bc739a9f9405738a4d4d0fc7f.ply
../../grasp_viz/mesh_contacts/CellPhone_6fd3968f737bcf7e64ac3b2f693d10e5_0.00039489436055466204.npz,../../grasp_viz/pointclouds/6fd3968f737bcf7e64ac3b2f693d10e5.ply
../../grasp_viz/mesh_contacts/OfficeChair_7c8623e6733aff5e9c9fa301b0701837_0.1029302080322195.npz,../../grasp_viz/pointclouds/7c8623e6733aff5e9c9fa301b0701837.ply
../../grasp_viz/mesh_contacts/Chocolate_7e4a9a798139f79f9f6d89bc2f25881b_0.003812058749960865.npz,../../grasp_viz/pointclouds/7e4a9a798139f79f9f6d89bc2f25881b.ply
../../grasp_viz/mesh_contacts/CoffeeTable_c35990badac37b256c09970ea0def16f_0.002406025533250256.npz,../../grasp_viz/pointclouds/c35990badac37b256c09970ea0def16f.ply
../../grasp_viz/mesh_contacts/Gun_2193f3624198ede23f0af1eceae2dd4_0.0037854435465258375.npz,../../grasp_viz/pointclouds/2193f3624198ede23f0af1eceae2dd4.ply
../../grasp_viz/mesh_contacts/Airplane_866180a3962eb78526acd17789ec9c7b_5.841325992290629e-05.npz,../../grasp_viz/pointclouds/866180a3962eb78526acd17789ec9c7b.ply
../../grasp_viz/mesh_contacts/Laptop_fb641fe28d0f5e73d51fce576fbd4600_0.0013707039273013633.npz,../../grasp_viz/pointclouds/fb641fe28d0f5e73d51fce576fbd4600.ply
../../grasp_viz/mesh_contacts/MediaDiscs_ca05e4cfb246b6fe522fcc08b7c3238_0.016698321290634865.npz,../../grasp_viz/pointclouds/ca05e4cfb246b6fe522fcc08b7c3238.ply
../../grasp_viz/mesh_contacts/Cup_39676deca53bdfe568bc0d099ddc0d94_0.004699991013130339.npz,../../grasp_viz/pointclouds/39676deca53bdfe568bc0d099ddc0d94.ply
../../grasp_viz/mesh_contacts/FoodItem_5bf60aa86004b1496719f76551961b27_0.014368026243294677.npz,../../grasp_viz/pointclouds/5bf60aa86004b1496719f76551961b27.ply
../../grasp_viz/mesh_contacts/Monitor_6c49b516b04e89a15817e30de1dabac4_0.0038999050039785726.npz,../../grasp_viz/pointclouds/6c49b516b04e89a15817e30de1dabac4.ply
../../grasp_viz/mesh_contacts/FloorLamp_a280dfe9470ceb5f8616812464c86290_0.0028416337603316133.npz,../../grasp_viz/pointclouds/a280dfe9470ceb5f8616812464c86290.ply
